Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"SSC by SSCF Same-Sex Couple Indicator"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

"SSCF Same-Sex Couple Indicator","Male same-sex couple","Female same-sex couple","Opposite-sex couple","Not applicable","Total",
"Kuranda",3,4,593,753,1351,
"Kureelpa",3,0,237,123,357,
"Kureen",0,0,33,24,56,
"Kuridala",0,0,0,5,7,
"Kurrimine Beach",0,0,166,327,496,
"Kurrowah",0,0,3,7,9,
"Kurumbul",0,0,11,14,22,
"Kurwongbah",0,0,361,170,535,
"Kuttabul",0,0,175,112,289,
"Kybong",0,0,71,118,190,
"Kynuna",0,0,9,24,31,
"Kyoomba",0,0,19,21,41,
"Labrador",15,26,3033,5628,8701,
"Laceys Creek",0,0,67,37,103,
"Laglan",0,0,0,3,3,
"Lagoon Pocket",0,0,34,17,54,
"Laguna Quays",0,0,13,29,40,
"Laidley",4,3,632,989,1631,
"Laidley Creek West",0,0,33,34,69,
"Laidley Heights",0,5,306,191,499,
"Laidley North",0,0,77,90,161,
"Laidley South",0,0,58,56,114,
"Lake Barrine",0,0,43,31,72,
"Lake Borumba",0,0,0,4,5,
"Lake Clarendon",0,0,67,46,114,
"Lake Eacham",0,0,105,98,207,
"Lake Macdonald",0,5,358,189,548,
"Lake Manchester",0,0,8,4,4,
"Lake Mary",0,0,21,14,34,
"Lake Monduran",0,0,0,0,0,
"Lake Proserpine",0,0,0,0,6,
"Lake Tinaroo",0,0,0,0,0,
"Lake Wivenhoe",0,0,0,0,4,
"Lakefield",0,0,0,43,47,
"Lakeland",0,0,36,107,145,
"Lakes Creek",0,0,108,94,205,
"Lakeside",0,0,15,14,31,
"Lamb Island",0,0,82,160,237,
"Lamb Range",0,0,0,0,0,
"Lamington (Qld)",0,0,22,21,44,
"Lammermoor",0,0,512,316,832,
"Landers Shoot",0,0,57,41,100,
"Landsborough (Qld)",0,3,839,772,1622,
"Lanefield",0,0,26,13,44,
"Langlands",0,0,3,0,3,
"Langlo",0,0,11,16,27,
"Langshaw",0,0,42,38,82,
"Lannercost",0,0,38,20,54,
"Lansdowne (Qld)",0,0,0,3,7,
"Lanskey",0,0,14,38,56,
"Larapinta (Qld)",0,0,0,4,4,
"Laravale",0,0,46,38,76,
"Lark Hill",0,0,16,4,21,
"Laura (Qld)",0,0,24,87,112,
"Lavelle",0,0,3,9,10,
"Lawes",0,0,8,20,25,
"Lawgi Dawes",0,0,37,19,55,
"Lawn Hill",0,0,6,52,53,
"Lawnton",4,3,1108,1305,2427,
"Leafdale",0,0,6,4,8,
"Lefthand Branch",0,0,22,13,35,
"Leichhardt (Qld)",4,3,566,1068,1642,
"Lemontree",0,0,8,9,16,
"Leslie",0,0,0,3,3,
"Leslie Dam",0,0,37,27,65,
"Lethebrook",0,0,11,14,26,
"Leyburn",0,0,105,110,216,
"Leydens Hill",0,0,0,0,0,
"Lilydale (Qld)",0,0,18,12,29,
"Lilyvale (Central Highlands - Qld)",0,0,17,8,18,
"Lilyvale (Toowoomba - Qld)",0,0,13,11,20,
"Limestone (Qld)",0,0,0,0,4,
"Limestone Creek",0,0,50,27,80,
"Limestone Ridges",0,0,31,15,50,
"Limevale",0,0,12,10,22,
"Linden (Qld)",0,0,3,11,16,
"Linthorpe",0,0,119,51,167,
"Linville",0,0,32,54,82,
"Little Mountain",0,6,2402,1495,3910,
"Little Mulgrave",0,0,61,45,114,
"Lizard",0,0,3,36,42,
"Llanarth (Qld)",0,0,10,15,19,
"Loch Lomond",0,0,26,13,44,
"Lochington",0,0,13,19,26,
"Lockhart River",0,3,77,175,257,
"Lockrose",0,0,118,111,231,
"Lockyer (Qld)",0,0,24,9,38,
"Lockyer Waters",0,0,107,123,230,
"Logan Central",0,0,898,1380,2281,
"Logan Reserve",6,3,723,563,1296,
"Logan Village",0,5,1065,542,1609,
"Loganholme",3,3,1395,909,2312,
"Loganlea",3,10,1205,1610,2826,
"Lonesome Creek",0,0,37,26,62,
"Long Flat (Qld)",0,0,15,16,33,
"Long Pocket",0,0,50,18,69,
"Longreach (Qld)",0,0,584,1006,1596,
"Lota",4,3,743,509,1257,
"Lotus Creek",0,0,22,15,33,
"Low Isles",0,0,0,0,0,
"Lower Beechmont",0,0,240,206,449,
"Lower Cowley",0,0,15,8,26,
"Lower Cressbrook",0,0,0,5,5,
"Lower Daintree",0,0,19,23,46,
"Lower Mount Walker",0,0,45,29,67,
"Lower Tenthill",0,0,55,44,100,
"Lower Tully",0,0,24,13,36,
"Lower Wonga",0,0,75,50,128,
"Lowesby",0,0,0,0,5,
"Lowestoff",0,0,10,3,15,
"Lowmead",0,0,33,40,81,
"Lowood",0,3,756,888,1647,
"Lucinda",0,0,117,217,338,
"Lumeah (Qld)",0,0,0,0,3,
"Lumholtz",0,0,0,0,0,
"Lundavra",0,0,27,19,46,
"Luscombe",0,0,69,38,108,
"Lutwyche",23,7,621,1066,1723,
"Lynam",0,0,0,0,0,
"Lyndhurst (Qld)",0,0,3,3,5,
"Lyndside",0,0,0,0,0,
"Lyons (Qld)",0,0,8,10,17,
"Lyra",0,0,12,4,16,
"Lytton",0,0,0,6,4,
"Ma Ma Creek",0,0,37,25,58,
"Maadi",0,0,16,12,20,
"Maalan",0,0,6,9,14,
"Maaroom",0,0,60,71,130,
"Mabuiag Island",0,0,35,29,66,
"Macalister",0,0,39,22,57,
"Macalister Range",0,0,0,0,0,
"Macfarlane",0,0,5,0,5,
"Macgregor (Qld)",0,6,1071,1185,2265,
"Machans Beach",5,5,164,302,472,
"Machine Creek",0,0,34,26,58,
"Mackay",3,5,544,1249,1800,
"Mackay Harbour",0,0,122,275,396,
"Mackenzie (Brisbane - Qld)",0,0,512,168,689,
"Mackenzie (Central Highlands - Qld)",0,0,9,12,19,
"Mackenzie River",0,0,23,11,31,
"Macknade",0,0,62,40,106,
"Maclagan",0,0,44,36,81,
"Macleay Island",0,5,555,876,1430,
"Magnolia",4,0,33,17,50,
"Maidenhead",0,0,5,0,8,
"Maidenwell",0,0,52,47,100,
"Main Beach",5,4,792,1439,2237,
"Majors Creek (Qld)",0,0,91,54,139,
"Malanda",7,3,425,457,888,
"Malarga",0,0,0,0,3,
"Maleny",6,5,890,843,1745,
"Malling",0,0,9,3,14,
"Malmoe",0,0,4,9,18,
"Malpas-Trenton",0,0,3,4,13,
"Malu",0,0,3,3,13,
"Mamu",0,0,0,0,0,
"Manapouri",0,0,12,6,21,
"Mandalay",0,0,68,83,149,
"Maneroo",0,0,8,8,16,
"Mango Hill",10,11,1895,1166,3083,
"Manly (Qld)",7,8,912,816,1740,
"Manly West",9,16,2702,2059,4782,
"Mannuem",0,0,28,14,38,
"Manoora (Qld)",7,11,751,2194,2961,
"Mansfield (Qld)",8,9,1935,1309,3265,
"Mantuan Downs",0,0,8,7,19,
"Manumbar",0,0,10,7,23,
"Manunda",9,9,748,1870,2630,
"Manyung",0,0,16,16,36,
"Mapleton",4,0,384,385,763,
"Mapoon",0,0,38,87,123,
"Maramie",0,0,4,5,9,
"Marburg",0,0,200,169,373,
"Marcoola",8,5,653,852,1519,
"Marcus Beach",0,0,185,158,344,
"Mareeba",6,9,2235,2667,4910,
"Margate (Qld)",8,13,1438,2011,3466,
"Maria Creeks",0,0,26,29,57,
"Marian",0,0,926,416,1344,
"Marlborough",0,0,39,52,92,
"Marmadua",0,0,5,0,0,
"Marmor",0,0,45,40,92,
"Marodian",0,0,0,0,0,
"Maroochy River",0,3,396,162,557,
"Maroochydore",11,10,3372,5686,9085,
"Maroon",0,0,39,34,69,
"Maroondan",0,0,89,58,146,
"Marsden",5,9,2335,2523,4868,
"Marshlands",0,0,5,0,8,
"Martyville",0,0,30,12,47,
"Maryborough (Qld)",0,18,2852,4264,7140,
"Maryborough West",0,0,137,107,244,
"Marys Creek",0,0,18,11,25,
"Maryvale (Livingstone - Qld)",0,0,4,4,12,
"Maryvale (Southern Downs - Qld)",0,0,68,64,130,
"Masig Island",0,0,32,54,89,
"Massie",0,0,23,19,43,
"Maudsland",5,0,1309,497,1811,
"Maxwelton",0,0,4,13,14,
"May Downs",0,0,22,9,36,
"McCutcheon",0,0,7,5,11,
"McDesme",0,0,75,30,106,
"McDowall",7,11,1808,896,2718,
"McEwens Beach",0,0,54,28,85,
"McIlwraith",0,0,46,33,80,
"McIntosh Creek",0,0,33,14,47,
"McKinlay",0,0,27,29,55,
"Meadowbrook",0,3,608,546,1162,
"Meadowvale",0,0,109,75,183,
"Meandarra",0,0,60,69,134,
"Meikleville Hill",0,0,97,109,204,
"Melawondi",0,0,3,7,12,
"Meldale",0,0,62,43,97,
"Melrose (Qld)",0,0,0,0,0,
"Memerambi",0,0,65,43,106,
"Mena Creek",0,0,47,79,123,
"Mentmore",0,0,0,0,0,
"Menzies (Qld)",0,0,168,330,494,
"Mer Island",0,0,65,75,144,
"Meridan Plains",0,10,809,651,1465,
"Meringandan",0,0,102,62,163,
"Meringandan West",0,5,546,212,760,
"Merlwood",0,0,21,19,37,
"Mermaid Beach",3,9,1211,2059,3282,
"Mermaid Waters",13,13,2550,2742,5317,
"Merrimac",0,5,1352,1450,2809,
"Merritts Creek",0,0,22,7,34,
"Merryburn",0,0,46,23,73,
"Merryvale",0,0,3,4,9,
"Mexico",0,0,8,3,10,
"Mia Mia (Qld)",0,0,27,7,39,
"Miallo",0,0,90,61,160,
"Miami",8,6,1296,2042,3351,
"Miara",0,0,7,58,68,
"Mica Creek",0,0,39,44,81,
"Middle Park (Qld)",0,0,982,499,1486,
"Middle Ridge",0,3,1736,793,2524,
"Middlebrook",0,0,14,10,28,
"Middlemount",0,0,364,216,574,
"Middleton (Qld)",0,0,3,0,3,
"Midge Point",0,0,103,137,235,
"Midgee (Qld)",0,0,9,15,26,
"Midgenoo",0,0,9,16,24,
"Midgeree Bar",0,0,18,6,27,
"Mighell",0,0,62,148,208,
"Milbong",0,0,41,26,59,
"Miles",0,0,332,432,764,
"Miles End",0,0,53,56,106,
"Milford",0,0,52,36,84,
"Millaa Millaa",0,0,109,142,249,
"Millaroo",0,0,23,18,43,
"Millbank (Qld)",0,5,459,673,1134,
"Millchester",0,0,115,100,222,
"Millmerran",0,0,345,317,664,
"Millmerran Downs",0,0,16,34,55,
"Millmerran Woods",0,0,12,34,45,
"Millstream (Qld)",0,0,214,315,531,
"Millwood",0,0,6,4,8,
"Milman",0,0,29,14,42,
"Milora",0,0,26,14,41,
"Milton (Qld)",7,4,391,706,1103,
"Mimosa (Qld)",0,0,6,0,11,
"Min Min",0,0,0,0,0,
"Minbun",0,0,19,10,29,
"Minden",0,0,289,169,463,
"Minerva",0,0,16,8,22,
"Mingo",0,0,4,19,22,
"Mingoola (Qld)",0,0,7,3,10,
"Minnamoolka",0,0,9,12,20,
"Minnie Downs",0,0,6,0,6,
"Minyama",0,0,651,537,1189,
"Mirani",0,4,316,259,575,
"Miriam Vale",0,0,124,118,245,
"Mirriwinni",0,0,115,81,200,
"Missen Flat",0,0,4,4,6,
"Mission Beach",0,0,177,398,577,
"Mission River",0,0,141,158,300,
"Mistake Creek",0,0,5,5,14,
"Mitchell (Qld)",0,0,222,292,512,
"Mitchelton",20,19,1808,1530,3376,
"Miva",0,0,14,7,20,
"Moa Island",0,0,63,93,157,
"Moffat Beach",0,8,588,555,1154,
"Moffatdale",0,0,50,40,94,
"Moggill",0,3,1118,533,1654,
"Molangul",0,0,3,0,3,
"Molendinar",10,3,1295,1155,2459,
"Mon Repos",0,0,9,14,18,
"Mona Mona",0,0,9,3,13,
"Mona Park",0,0,30,19,48,
"Monal",0,0,8,12,17,
"Monduran",0,0,22,35,61,
"Mondure",0,0,21,15,36,
"Monkland",0,0,196,300,495,
"Monogorilby",0,0,9,5,17,
"Mons",0,0,242,96,339,
"Monsildale",0,0,5,3,7,
"Monto",0,0,231,369,599,
"Montrose (Southern Downs - Qld)",0,0,0,0,0,
"Montrose (Western Downs - Qld)",0,0,19,5,21,
"Montville",0,0,273,186,461,
"Moodlu",0,0,74,50,122,
"Mooga",0,0,0,3,4,
"Moogerah",0,0,60,49,109,
"Moola",0,0,33,26,56,
"Moolboolaman",0,0,90,111,202,
"Mooloo",0,0,35,26,65,
"Mooloolaba",4,7,1516,2449,3973,
"Mooloolah Valley",5,3,809,475,1295,
"Moombra",0,0,9,0,7,
"Moombria",0,0,0,0,0,
"Moomin",0,0,29,43,69,
"Moondooner",0,0,11,12,23,
"Moonford",0,0,43,47,90,
"Moongan",0,0,23,31,56,
"Moonie",0,0,41,36,78,
"Moorang",0,0,10,7,15,
"Moore",0,0,55,78,138,
"Moore Park Beach",0,4,547,634,1185,
"Moores Pocket",0,0,159,217,380,
"Moorina (Qld)",0,0,98,48,148,
"Moorland (Qld)",0,0,74,31,105,
"Mooroobool",6,11,1409,1541,2959,
"Moorooka",24,23,2134,2404,4587,
"Moraby",0,0,9,4,9,
"Moranbah",0,7,1739,1485,3231,
"Morayfield",11,10,4409,3729,8162,
"Moregatta",0,0,3,3,4,
"Morella",0,0,8,10,22,
"Moresby (Qld)",0,0,32,26,58,
"Moreton Bay",0,0,0,0,0,
"Moreton Island",0,0,3,42,41,
"Morgan Park",0,0,23,13,36,
"Morganville",0,0,26,31,52,
"Morinish",0,0,23,20,43,
"Morinish South",0,0,0,3,3,
"Morningside",31,28,2087,2567,4712,
"Mornington (Qld)",0,3,318,505,829,
"Morton Vale",0,0,31,28,64,
"Morven (Qld)",0,0,52,61,113,
"Morwincha",0,0,5,4,17,
"Mosman Park (Qld)",0,0,71,142,222,
"Mosquito Creek",0,0,4,0,4,
"Mossman",0,0,338,589,922,
"Mossman Gorge",0,0,47,51,97,
"Mothar Mountain",0,0,137,88,221,
"Motley",0,0,7,0,6,
"Mount Abundance",0,0,43,26,74,
"Mount Alford",0,0,82,38,115,
"Mount Alma",0,0,14,15,23,
"Mount Archer (Rockhampton - Qld)",0,0,27,13,34,
"Mount Archer (Somerset - Qld)",0,0,77,43,115,
"Mount Barney",0,0,5,19,21,
"Mount Beppo",0,0,53,56,105,
"Mount Berryman",0,0,24,14,42,
"Mount Bindango",0,0,10,3,9,
"Mount Binga",0,0,18,10,32,
"Mount Britton",0,0,4,3,3,
"Mount Byron",0,0,5,3,12,
"Mount Carbine",0,0,17,62,80,
"Mount Chalmers",0,0,58,36,94,
"Mount Charlton",0,0,40,25,68,
"Mount Colliery",0,0,26,30,52,
"Mount Coolon",0,0,16,18,28,
"Mount Coolum",4,3,923,884,1813,
"Mount Coot-tha",0,0,0,0,0,
"Mount Cotton",10,10,1719,685,2419,
"Mount Crosby",3,0,471,173,642,
"Mount Darry",0,0,13,5,17,
"Mount Debateable",0,0,18,7,23,
"Mount Delaney",0,0,16,16,29,
"Mount Edwards",0,0,16,17,25,
"Mount Elliot (Qld)",0,0,0,8,8,
"Mount Emlyn",0,0,5,3,10,
"Mount Enniskillen",0,0,3,3,11,
"Mount Forbes",0,0,62,35,91,
"Mount Fox",0,0,12,25,38,
"Mount French",0,0,26,26,53,
"Mount Gardiner",0,0,0,10,15,
"Mount Garnet",0,0,80,134,215,
"Mount Gipps",0,0,5,0,0,
"Mount Glorious",0,0,65,70,133,
"Mount Gravatt",4,3,705,726,1434,
"Mount Gravatt East",18,17,2448,2395,4877,
"Mount Hallen",0,0,118,58,176,
"Mount Howe",0,0,0,0,4,
"Mount Hutton (Qld)",0,0,7,3,17,
"Mount Irving",0,0,6,0,6,
"Mount Isa",0,0,31,36,74,
"Mount Isa City",0,0,16,37,49,
"Mount Jukes",0,0,93,54,147,
"Mount Julian",0,0,116,94,215,
"Mount Kelly",0,0,83,32,114,
"Mount Kilcoy",0,0,65,33,100,
"Mount Kynoch",0,0,44,43,82,
"Mount Larcom",0,0,80,85,169,
"Mount Lawless",0,0,3,0,5,
"Mount Lindesay (Qld)",0,0,0,0,0,
"Mount Lofty",5,6,837,707,1550,
"Mount Louisa",3,14,2010,1296,3323,
"Mount Low",8,4,1070,619,1699,
"Mount Luke",0,0,15,6,19,
"Mount Macarthur",0,0,3,0,3,
"Mount Mackay",0,0,0,0,0,
"Mount Maria",0,0,48,48,97,
"Mount Marlow",0,0,35,18,50,
"Mount Marrow",0,0,33,28,64,
"Mount Marshall",0,0,60,33,92,
"Mount Martin",0,0,47,26,77,
"Mount Mceuen",0,0,13,0,15,
"Mount Mee",0,0,119,96,217,
"Mount Mellum",0,0,118,74,190,
"Mount Moffatt",0,0,0,0,0,
"Mount Molar",0,0,37,7,45,
"Mount Molloy",0,0,49,105,155,
"Mount Morgan",0,0,316,627,940,
"Mount Moriah",0,0,0,7,4,
"Mount Mort",0,0,14,18,37,
"Mount Mulgrave",0,0,0,0,0,
"Mount Mulligan",0,0,0,4,4,
"Mount Murchison",0,0,34,17,47,
"Mount Nathan",0,0,310,113,430,
"Mount Nebo",0,0,96,88,187,
"Mount Ommaney",0,0,613,304,917,
"Mount Ossa",0,0,51,38,91,
"Mount Pelion",0,0,28,16,45,
"Mount Perry",0,0,103,165,273,
"Mount Peter",0,0,18,10,37,
"Mount Pleasant (Mackay - Qld)",0,4,1058,816,1878,
"Mount Pleasant (Moreton Bay - Qld)",0,0,80,48,126,
"Mount Pluto",0,0,3,0,3,
"Mount Rascal",0,0,97,45,143,
"Mount Rooper",0,0,0,0,0,
"Mount Samson",0,0,157,67,219,
"Mount Sheridan (Qld)",3,6,1878,1308,3198,
"Mount St John",0,0,11,65,75,
"Mount Stanley",0,0,3,0,8,
"Mount Steadman",0,0,3,0,3,
"Mount Stuart (Qld)",0,0,0,0,0,
"Mount Sturt",0,0,5,3,11,
"Mount Surprise",0,0,25,184,213,
"Mount Surround",0,0,34,26,64,
"Mount Sylvia",0,0,20,14,35,
"Mount Tabor",0,0,22,10,35,
"Mount Tarampa",0,0,86,92,183,
"Mount Tom",0,0,16,6,21,
"Mount Tully",0,5,26,25,50,
"Mount Tyson",0,0,66,38,100,
"Mount Urah",0,0,3,7,16,
"Mount Walker (Qld)",0,0,27,16,46,
"Mount Walker West",0,0,8,6,11,
"Mount Warren Park",5,3,1208,1162,2375,
"Mount Whitestone",0,0,35,25,65,
"Mount Wyatt",0,0,16,9,24,
"Mountain Camp",0,0,8,4,11,
"Mountain Creek (Qld)",12,13,2427,1800,4253,
"Moura",0,0,357,373,737,
"Mourilyan",0,0,112,130,239,
"Mourilyan Harbour",0,0,34,34,69,
"Mowbray (Qld)",0,0,76,225,300,
"Mowbullan",0,0,0,6,11,
"Moy Pocket",0,0,20,21,43,
"Mp Creek",0,0,7,4,14,
"Muckadilla",0,0,14,16,34,
"Mudgeeraba",10,11,3071,2075,5163,
"Mudjimba",0,3,561,590,1152,
"Mudlo",0,0,0,0,0,
"Muirlea",0,0,41,38,76,
"Mulambin",0,0,191,240,431,
"Mulara",0,0,16,18,35,
"Muldu",0,0,0,0,0,
"Mulgildie",0,0,35,37,80,
"Mulgowie",0,0,39,32,70,
"Mulgrave (Qld)",0,0,3,0,5,
"Mullett Creek",0,0,19,20,39,
"Munbilla",0,0,22,15,36,
"Munbura",0,0,30,23,48,
"Munderra",0,0,0,0,0,
"Mundingburra",0,5,661,854,1526,
"Mundoo",0,0,59,30,88,
"Mundoolun",0,0,365,175,536,
"Mundowran",0,0,33,20,53,
"Mundubbera",0,0,248,371,615,
"Mungabunda",0,0,22,14,38,
"Mungallala",0,0,35,39,71,
"Mungallala South",0,0,8,3,9,
"Mungalli",0,0,14,15,24,
"Mungar",0,0,71,53,126,
"Mungindi (Qld)",0,0,35,28,63,
"Mungungo",0,0,19,9,33,
"Mungy",0,0,0,7,7,
"Muniganeen",0,0,15,9,19,
"Munna Creek",0,0,5,5,14,
"Munro Plains",0,0,15,19,31,
"Munruben",0,4,720,270,994,
"Murarrie",6,7,890,829,1733,
"Murgon",0,0,452,597,1048,
"Murphys Creek (Qld)",0,0,143,91,238,
"Murray",0,0,4,0,4,
"Murray Upper",0,0,45,63,112,
"Murrays Bridge",0,0,25,14,37,
"Murrigal",0,0,17,20,37,
"Murrumba",0,0,3,6,5,
"Murrumba Downs",3,13,2489,1581,4092,
"Murweh",0,0,0,0,0,
"Mutarnee",0,0,28,21,51,
"Mutchilba",0,0,108,89,199,
"Mutdapilly",0,5,70,47,122,
"Muttaburra",0,0,16,25,37,
"Myall Park (Qld)",0,0,7,0,12,
"Myrtlevale",0,0,36,30,65,
"Mysterton",5,0,185,145,340,
"Nahrunda",0,0,51,23,72,
"Nambour",8,14,2028,2870,4919,
"Nanango",0,0,700,919,1627,
"Nandi",0,0,26,8,34,
"Nandowrie",0,0,10,7,16,
"Nangram",0,0,6,3,5,
"Nangwee",0,0,14,0,18,
"Nankin",0,0,39,28,67,
"Nanum",0,0,208,244,447,
"Narangba",9,24,4273,1992,6299,
"Narbethong (Qld)",0,0,0,0,0,
"Narko",0,0,3,3,7,
"Nathan",0,0,171,173,345,
"Natural Bridge",0,0,15,33,47,
"Nearum",0,0,0,0,0,
"Nebine",0,0,5,4,11,
"Nebo",0,0,138,163,302,
"Neerdie",0,0,26,33,55,
"Nelly Bay",4,3,210,524,738,
"Nerada",0,0,23,17,43,
"Nerang",10,15,3338,3935,7296,
"Neranwood",0,0,14,16,25,
"Nerimbera",0,0,71,40,117,
"Netherby (Qld)",0,0,9,6,12,
"Netherdale",0,0,18,24,42,
"Neumgna",0,0,0,3,8,
"Neurum",0,0,37,38,72,
"Neusa Vale",0,0,16,10,25,
"Nevilton",0,0,8,7,11,
"New Auckland",4,7,1126,803,1937,
"New Beith",0,0,1027,254,1289,
"New Chum",0,0,0,0,0,
"New Farm",78,34,2109,4196,6412,
"New Harbourline",0,0,56,20,75,
"New Mapoon",0,0,53,192,243,
"New Moonta",0,0,17,23,38,
"Newell",0,0,77,119,192,
"Newlands (Qld)",0,0,10,12,19,
"Newmarket",13,12,905,1222,2151,
"Newport (Qld)",3,4,836,354,1194,
"Newstead (Qld)",17,7,461,737,1223,
"Newtown (Ipswich - Qld)",0,0,311,330,634,
"Newtown (Toowoomba - Qld)",10,10,1676,2749,4433,
"Ngatjan",0,0,0,0,0,
"Nicholson (Qld)",0,0,0,0,0,
"Nikenbah",0,0,148,100,244,
"Nindaroo",0,0,61,19,85,
"Ninderry",0,0,290,133,428,
"Nindooinbah",0,0,20,16,35,
"Nine Mile (Qld)",0,0,21,15,33,
"Nine Mile Creek",0,0,3,4,11,
"Ningi",6,0,1056,738,1792,
"Nive",0,0,10,0,9,
"No 4 Branch",0,0,14,17,32,
"No 5 Branch",0,0,3,0,3,
"No 6 Branch",0,0,13,11,22,
"Noah",0,0,0,0,0,
"Nobby",0,0,144,92,235,
"Nockatunga",0,0,0,4,4,
"Nome",0,0,268,220,489,
"Noorama",0,0,7,5,14,
"Noorindoo",0,0,16,38,55,
"Noosa Heads",9,6,1065,1100,2181,
"Noosa North Shore",0,0,39,66,107,
"Noosaville",7,6,2016,2090,4122,
"Norley",0,0,0,0,0,
"Norman Gardens",6,5,2133,1823,3968,
"Norman Park",10,21,1355,1190,2575,
"Normanton",0,0,201,398,595,
"North Aramara",0,0,4,13,20,
"North Arm (Qld)",0,0,159,107,265,
"North Booval",3,3,511,704,1223,
"North Branch (Southern Downs - Qld)",0,0,13,15,22,
"North Branch (Toowoomba - Qld)",0,0,13,16,24,
"North Bungunya",0,0,4,12,13,
"North Deep Creek",0,0,97,69,165,
"North Eton",0,0,35,36,69,
"North Gregory",0,0,15,9,28,
"North Ipswich",6,4,836,1042,1884,
"North Isis",0,0,152,100,250,
"North Johnstone",0,0,19,14,32,
"North Lakes",26,30,4922,2785,7768,
"North Mackay",5,9,1115,1562,2691,
"North Maclagan",0,0,0,0,0,
"North Maclean",0,5,339,262,605,
"North Maleny",0,0,182,103,284,
"North Stradbroke Island",0,0,20,77,98,
"North Talwood",0,0,31,42,76,
"North Tivoli",0,0,10,22,35,
"North Toowoomba",6,5,554,832,1390,
"North Ward",5,11,832,1774,2628,
"Northgate (Qld)",14,11,916,1146,2082,
"Northhead",0,0,0,3,3,
"Norville",0,0,500,584,1087,
"Norwell",0,0,50,27,75,
"Norwin",0,0,17,10,29,
"Nudgee",5,4,795,526,1333,
"Nudgee Beach",0,0,73,48,116,
"Nukku",0,0,5,7,15,
"Numinbah Valley",0,0,23,31,51,
"Nundah",41,27,2374,3628,6074,
"Nundubbermere",0,0,23,15,36,
"Nutgrove",0,0,8,5,9,
"Nychum",0,0,0,0,0,
"O'Bil Bil",0,0,3,12,18,
"O'Briens Hill",0,0,0,3,9,
"O'Connell (Qld)",0,0,86,27,114,
"O'Reilly",0,0,0,0,0,
"Oak Beach",5,0,49,48,101,
"Oak Valley",0,0,115,66,179,
"Oakdale (Qld)",0,0,9,10,18,
"Oakenden",0,0,105,50,160,
"Oakey",0,0,939,939,1871,
"Oakey Creek",0,0,0,4,4,
"Oakhurst (Qld)",0,0,384,165,550,
"Oakview",0,0,7,8,14,
"Oakwood (Qld)",0,0,81,111,194,
"Oaky Creek",0,0,28,14,36,
"Oberina",0,0,6,0,6,
"Obi Obi",0,0,52,39,89,
"Obum Obum",0,0,30,30,57,
"Ocean View",7,0,245,122,371,
"Ogmore",0,0,16,30,44,
"Okeden",0,0,12,13,21,
"Old Cooranga",0,0,7,8,18,
"Old Talgai",0,0,8,10,13,
"Oman Ama",0,0,9,4,19,
"One Mile (Qld)",0,0,337,563,899,
"Oombabeer",0,0,12,13,23,
"Oonoonba",6,3,309,507,824,
"Ooralea",0,0,792,470,1266,
"Opalton",0,0,10,40,51,
"Orallo",0,0,9,6,8,
"Orange Creek",0,0,45,30,79,
"Orange Hill",0,0,48,45,99,
"Orient",0,0,0,0,0,
"Orion",0,0,23,10,33,
"Ormeau",0,8,3245,1671,4929,
"Ormeau Hills",0,7,769,327,1103,
"Ormiston",4,4,1424,942,2376,
"Osborne (Qld)",0,0,68,39,109,
"Ottaba",0,0,12,8,18,
"Owanyilla",0,0,49,32,83,
"Owens Creek",0,0,35,32,62,
"Oxenford",10,10,2634,2042,4691,
"Oxford",0,0,7,9,17,
"Oxley (Qld)",10,3,1803,1395,3221,
"Oyster Creek",0,0,11,8,17,
"Pacific Haven",0,0,159,184,340,
"Pacific Heights",0,0,251,104,361,
"Pacific Paradise",0,0,424,537,958,
"Pacific Pines",12,15,3694,2174,5886,
"Packers Camp",0,0,29,16,41,
"Paddington (Qld)",20,12,1680,1922,3644,
"Paddys Green",0,0,81,71,158,
"Paget",0,0,50,107,160,
"Palen Creek",0,0,36,36,71,
"Palgrave",0,0,0,3,9,
"Pallara",0,0,107,98,203,
"Pallarenda",0,5,186,150,336,
"Palm Beach (Qld)",4,16,2906,4118,7047,
"Palm Cove",15,7,492,579,1087,
"Palm Grove (Qld)",0,0,20,17,35,
"Palm Island",0,0,271,405,678,
"Palmer (Qld)",0,0,0,0,0,
"Palmerston (Qld)",0,0,0,0,0,
"Palmtree",0,0,18,8,31,
"Palmview",0,0,214,85,302,
"Palmwoods (Qld)",6,3,1326,900,2238,
"Palmyra (Qld)",0,0,67,30,100,
"Paluma",0,0,15,26,34,
"Pampas",0,0,10,14,25,
"Paradise Point",11,6,1647,1428,3092,
"Park Avenue",0,4,970,1257,2231,
"Park Ridge",0,0,583,612,1199,
"Park Ridge South",0,0,436,188,627,
"Parkhurst",5,3,534,424,965,
"Parkinson",0,10,2603,1140,3749,
"Parklands (Qld)",0,3,47,38,86,
"Parknook",0,0,16,13,31,
"Parkside (Qld)",0,0,302,338,638,
"Parkwood (Qld)",9,5,1827,1386,3220,
"Parramatta Park",5,5,438,1230,1677,
"Parrearra",3,9,1125,892,2025,
"Pasha",0,0,17,7,25,
"Passchendaele",0,0,3,4,8,
"Paterson (Qld)",0,0,30,24,60,
"Patrick",0,0,9,22,32,
