Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"OCCP - 1 Digit Level","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Paynesville (Vic.)",118,174,169,163,106,117,50,119,12,8,2436,3483,
"Pearcedale",243,247,387,196,315,211,136,227,20,13,1840,3819,
"Pearsondale",13,8,12,8,3,8,9,11,0,0,59,129,
"Peechelba",16,7,13,12,8,7,5,10,0,0,97,187,
"Peechelba East",5,6,0,0,0,6,4,5,0,0,21,48,
"Pelluebla",10,0,3,0,0,0,0,0,0,0,16,31,
"Pennyroyal",26,4,3,5,4,4,0,7,0,0,39,86,
"Penshurst (Vic.)",90,35,28,18,23,20,13,24,4,5,365,628,
"Pental Island",22,7,10,5,11,6,3,7,0,0,63,135,
"Pentland Hills",12,11,22,11,15,5,10,7,0,3,89,184,
"Percydale",8,0,0,0,0,0,0,0,0,0,28,41,
"Peronne",15,0,0,3,0,0,0,8,0,0,28,46,
"Perry Bridge",17,9,4,3,0,0,0,9,0,0,27,82,
"Peterborough (Vic.)",34,21,13,13,9,4,0,12,0,0,137,251,
"Petticoat Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Pheasant Creek (Vic.)",30,30,39,13,13,6,6,7,3,0,170,319,
"Piangil",37,15,15,8,7,4,10,14,3,0,144,254,
"Picola",40,14,18,12,8,6,10,19,0,0,84,208,
"Picola West",3,3,0,0,0,0,0,4,0,0,4,14,
"Piedmont",7,6,0,5,0,0,5,0,0,0,31,44,
"Pier Milan",0,0,0,0,0,0,0,0,0,0,6,10,
"Pigeon Ponds",8,0,4,0,5,0,0,3,0,0,10,30,
"Piggoreet",3,0,7,0,0,0,0,0,0,0,26,41,
"Pimpinio",21,11,13,6,3,6,6,11,5,0,94,182,
"Pine Grove (Vic.)",5,0,0,0,0,0,0,3,0,0,22,33,
"Pine Lodge (Vic.)",38,20,17,9,19,11,12,20,0,0,105,241,
"Pine Mountain (Vic.)",9,3,4,6,0,0,0,4,0,0,13,33,
"Pine View",0,0,0,0,0,0,0,0,0,0,0,0,
"Pioneer Bay",10,7,11,12,14,16,11,17,0,3,243,350,
"Pipers Creek",13,20,5,7,7,6,3,5,0,0,93,160,
"Pira",0,0,0,0,0,0,0,0,0,0,5,10,
"Piries",14,4,3,4,0,0,0,7,0,0,26,55,
"Pirron Yallock",16,0,0,0,5,4,5,14,0,0,63,111,
"Pitfield",17,0,0,0,0,4,0,0,0,0,23,51,
"Pittong",6,0,0,0,0,0,0,0,0,0,4,14,
"Plenty (Vic.)",224,272,185,113,232,154,43,69,8,3,1063,2362,
"Plumpton (Vic.)",240,445,333,219,390,222,193,159,30,27,2068,4324,
"Point Cook",3661,6068,2616,2204,3612,2281,1391,1510,273,149,26169,49934,
"Point Leo",12,20,12,10,12,3,0,5,0,0,91,160,
"Point Lonsdale",147,284,112,83,112,68,22,58,10,7,1777,2684,
"Point Wilson",0,0,0,0,0,0,0,0,0,0,0,0,
"Polisbet",3,0,0,0,0,0,0,0,0,0,3,12,
"Pomborneit",13,3,0,0,4,0,0,3,0,0,29,64,
"Pomborneit East",8,4,4,0,0,0,0,0,0,0,10,28,
"Pomborneit North",7,5,3,0,0,0,5,9,0,0,44,67,
"Pomonal",30,33,24,26,17,16,4,18,0,0,154,324,
"Pompapiel",9,0,3,0,0,0,0,5,0,0,26,52,
"Poolaijelo",16,0,0,0,0,0,0,0,0,0,18,38,
"Pootilla",8,7,7,3,10,0,6,4,0,0,33,80,
"Poowong",69,22,33,27,37,20,43,55,4,3,327,643,
"Poowong East",15,7,6,0,7,0,0,9,0,0,39,79,
"Poowong North",40,12,12,5,8,0,8,9,0,0,91,187,
"Porcupine Ridge",15,8,6,9,9,0,0,10,0,4,63,123,
"Porepunkah",91,59,83,65,38,32,20,62,3,7,488,940,
"Port Albert",20,17,15,20,10,5,7,11,0,0,188,294,
"Port Campbell",64,34,26,26,12,11,5,52,0,0,237,475,
"Port Fairy",262,294,180,160,122,88,65,141,9,9,2001,3341,
"Port Franklin",3,0,14,11,10,6,3,9,3,0,70,133,
"Port Melbourne",2213,3179,595,570,1116,710,152,271,89,46,7233,16180,
"Port Welshpool",10,3,20,4,12,5,10,17,0,0,135,208,
"Portarlington",135,189,179,146,134,100,68,123,14,7,2525,3619,
"Portland (Vic.)",355,557,605,468,388,339,519,560,34,31,5856,9714,
"Portland North",37,56,63,36,36,23,43,38,3,6,286,618,
"Portland West",37,46,51,35,24,33,40,40,0,0,258,564,
"Portsea",59,53,11,8,18,16,0,3,8,0,335,510,
"Pound Creek",27,4,3,3,6,3,4,9,0,0,47,104,
"Powelltown",7,4,15,10,10,4,13,19,0,0,127,211,
"Powers Creek",3,0,0,0,0,0,4,0,0,0,6,11,
"Powlett Plains",13,0,4,3,5,0,0,0,0,0,21,44,
"Prahran",1492,3176,533,709,912,661,90,210,90,35,5081,12982,
"Prairie (Vic.)",17,3,0,0,0,3,0,9,0,0,31,64,
"Pranjip",8,0,0,0,0,0,0,0,0,0,15,21,
"Preston (Vic.)",1847,4699,1787,1733,2056,1475,638,1239,142,110,17133,32848,
"Princes Hill",164,527,47,100,127,78,23,19,18,3,1019,2128,
"Princetown",84,7,9,5,3,4,0,16,4,0,126,242,
"Puckapunyal",138,64,17,255,31,10,51,13,14,0,476,1075,
"Pura Pura",11,0,3,0,0,0,0,9,0,0,13,33,
"Purdeet",7,0,0,0,0,0,0,4,0,0,4,19,
"Purnim",26,12,15,10,13,10,21,12,0,0,151,273,
"Purnim West",9,3,3,0,0,0,0,0,4,0,13,37,
"Pyalong",40,26,66,32,40,17,33,34,0,3,359,660,
"Pyramid Hill",54,28,24,18,12,7,19,47,0,3,334,560,
"Quambatook",27,7,10,4,10,8,3,19,0,0,166,250,
"Quandong",0,0,0,0,0,0,0,0,0,0,0,0,
"Quantong",26,24,30,17,16,15,12,19,6,0,142,310,
"Quarry Hill",131,350,133,132,146,104,42,106,5,8,1186,2341,
"Queenscliff (Vic.)",89,157,64,54,59,34,17,38,13,3,799,1317,
"Raglan (Vic.)",22,10,13,11,5,4,9,16,0,3,132,228,
"Rainbow",86,42,19,28,16,12,18,33,5,0,427,683,
"Ranceby",14,4,6,0,0,0,3,0,0,0,37,65,
"Rathscar",4,0,3,0,0,0,0,0,0,0,8,23,
"Rathscar West",4,0,0,0,0,0,0,0,0,0,12,22,
"Ravenhall",0,0,0,0,0,0,0,0,0,0,1151,1155,
"Ravenswood (Vic.)",37,56,33,24,27,26,15,9,0,3,208,439,
"Ravenswood South",17,8,3,6,8,0,0,5,0,0,40,78,
"Rawson",8,6,14,16,6,8,11,15,0,0,196,293,
"Raymond Island",20,31,23,18,15,17,8,11,0,3,408,552,
"Raywood",35,12,16,11,9,13,6,15,0,0,205,321,
"Red Cliffs",302,254,284,222,192,245,172,350,22,24,2991,5060,
"Red Hill (Vic.)",100,130,55,41,36,35,7,34,0,6,472,921,
"Red Hill South",54,86,27,24,28,19,7,13,0,0,329,598,
"Red Lion",4,12,6,13,5,0,4,13,0,0,74,122,
"Redan",82,210,196,195,119,153,62,158,6,4,1691,2887,
"Redbank (Vic.)",7,9,5,3,0,0,3,4,0,0,58,91,
"Redcastle",0,9,5,4,4,0,0,0,0,0,46,68,
"Redesdale",22,15,26,7,5,11,3,9,4,0,137,242,
"Reedy Creek (Vic.)",11,10,14,6,11,5,10,7,0,0,90,164,
"Reedy Dam",4,6,0,0,0,0,0,0,0,0,15,20,
"Reedy Flat",10,0,0,4,0,0,0,3,0,0,17,38,
"Reedy Lake",0,3,8,0,3,0,0,0,0,0,8,32,
"Reefton (Vic.)",0,0,4,3,3,4,0,7,0,0,37,59,
"Research",262,365,182,133,204,125,42,85,11,9,1239,2651,
"Reservoir (Vic.)",2066,4586,3096,2344,3053,2060,1374,2414,222,190,29064,50479,
"Reynard",0,0,0,0,0,0,0,0,0,0,0,0,
"Rheola",3,0,0,4,3,5,3,0,0,0,33,52,
"Rhyll",32,31,47,31,26,35,7,27,0,6,328,567,
"Rhymney",5,7,6,3,3,0,0,7,0,0,25,59,
"Riachella",0,0,0,0,0,0,0,0,0,0,0,4,
"Rich Avon",0,0,0,0,0,0,0,0,0,0,0,5,
"Rich Avon East",0,0,0,0,0,0,0,0,0,0,0,3,
"Rich Avon West",16,0,0,0,0,0,0,0,0,0,10,31,
"Richmond (Vic.)",2980,6644,1239,1424,1982,1405,275,667,172,85,10824,27706,
"Richmond Plains",0,0,0,0,0,0,0,0,0,0,3,0,
"Riddells Creek",256,407,380,270,323,171,97,137,16,6,1881,3945,
"Riggs Creek",9,3,0,0,0,0,3,5,0,0,12,30,
"Ringwood (Vic.)",952,2036,1155,930,1272,791,348,671,68,54,9190,17468,
"Ringwood East",611,1352,706,501,695,474,201,378,43,18,5277,10261,
"Ringwood North",787,1333,623,491,751,559,99,269,39,38,4847,9830,
"Ripplebrook",26,7,9,4,22,4,6,15,0,0,119,223,
"Rippleside",71,123,52,47,55,47,11,24,10,0,441,875,
"Ripponlea",115,330,90,89,90,73,13,32,10,0,725,1575,
"Riverside (Vic.)",29,23,29,8,20,16,4,9,3,0,131,276,
"Riverslea",24,12,7,3,9,3,8,13,0,0,66,149,
"Robertsons Beach",0,0,0,0,0,0,0,0,0,0,39,58,
"Robinvale",228,112,94,94,94,71,115,250,18,44,1968,3086,
"Rochester (Vic.)",196,135,170,132,121,120,129,171,9,13,1920,3115,
"Rochford",9,10,0,0,3,4,0,0,0,0,51,78,
"Rockbank",42,32,90,75,77,72,111,75,10,8,935,1538,
"Rocklands",5,0,0,0,0,0,0,0,0,0,12,19,
"Rocklyn",0,3,7,5,3,0,0,7,0,0,39,61,
"Rocky Point (Vic.)",3,0,0,0,0,0,0,0,0,0,0,5,
"Rokeby (Vic.)",8,12,23,9,8,5,4,22,0,0,74,183,
"Rokewood",33,3,9,7,3,0,11,16,0,0,136,222,
"Rokewood Junction",4,0,3,4,4,0,0,6,0,0,7,36,
"Romsey",263,343,420,243,317,195,189,225,26,11,2508,4752,
"Rosanna",539,1392,364,354,572,337,91,202,44,28,4580,8498,
"Rose River",5,0,0,3,0,0,0,0,0,0,15,30,
"Rosebery (Vic.)",0,0,0,0,0,0,0,0,0,0,5,8,
"Rosebrook (Vic.)",14,11,7,8,3,5,9,5,0,0,69,130,
"Rosebud",515,677,1010,681,542,611,260,593,25,41,8249,13190,
"Rosebud West",113,155,271,207,141,197,74,192,13,15,3548,4930,
"Rosedale (Vic.)",83,92,140,84,71,74,66,71,0,12,965,1658,
"Roses Gap",0,0,0,0,0,0,0,0,0,0,0,9,
"Rosewhite",18,12,9,8,0,5,3,10,0,0,67,136,
"Roslynmead",6,7,6,4,0,0,0,3,0,0,18,49,
"Ross Creek (Vic.)",60,91,130,67,80,53,50,68,8,0,562,1153,
"Rossbridge",0,0,0,0,0,5,0,0,0,0,19,33,
"Rostron",3,0,0,0,0,0,0,4,0,0,3,18,
"Rowsley",12,7,12,7,19,8,15,15,0,0,86,189,
"Rowville",2336,3790,2536,1632,2984,2187,918,1305,144,111,15727,33669,
"Roxburgh Park",596,1027,1061,958,906,817,924,968,70,99,14388,21812,
"Rubicon",6,0,4,0,0,0,0,0,0,0,31,52,
"Ruby",18,15,14,10,14,10,3,8,0,0,92,187,
"Ruffy",16,13,15,0,3,6,0,8,0,0,54,112,
"Running Creek (Vic.)",11,0,9,0,3,0,0,0,0,0,23,46,
"Runnymede (Vic.)",10,0,3,3,0,0,4,5,0,0,31,58,
"Rupanyup",69,34,21,13,17,8,8,25,0,0,331,536,
"Rushworth",78,55,65,56,33,35,48,83,4,11,871,1337,
"Russells Bridge",6,6,7,0,3,4,0,4,0,0,28,68,
"Rutherglen",164,161,159,111,120,69,74,186,5,6,1318,2385,
"Ryans",0,0,0,0,0,0,0,0,0,0,0,0,
"Ryanston",47,19,13,8,14,8,3,14,0,0,142,268,
"Rye",423,532,750,439,347,365,104,352,25,34,5035,8418,
"Rythdale",9,3,0,0,0,0,0,4,0,0,24,36,
"Safety Beach (Vic.)",285,356,374,227,285,238,86,155,21,17,2782,4825,
"Sailors Falls",0,0,3,5,7,0,0,0,0,0,39,65,
"Sailors Gully",32,34,57,27,29,34,41,43,4,6,394,708,
"Sailors Hill",5,5,6,0,0,5,0,0,0,0,47,80,
"Sale",662,1170,907,723,624,593,267,691,53,46,7942,13672,
"Salisbury West",7,0,0,3,0,0,3,0,0,0,4,19,
"Samaria",5,4,3,3,0,0,0,5,0,0,32,53,
"San Remo (Vic.)",78,95,84,76,56,44,21,52,5,4,748,1257,
"Sandford (Vic.)",24,5,0,6,6,3,5,7,0,0,89,145,
"Sandhill Lake",0,0,0,0,0,0,0,0,0,0,0,6,
"Sandhurst",551,611,307,222,455,326,83,120,36,19,2252,4983,
"Sandon (Vic.)",0,10,3,5,0,0,0,3,0,0,53,82,
"Sandringham (Vic.)",1133,1703,348,445,604,430,68,167,41,27,5269,10242,
"Sandy Creek (Vic.)",20,18,13,9,6,0,8,9,0,5,87,180,
"Sandy Point (Vic.)",11,32,11,8,13,0,6,12,0,3,169,267,
"Sargood",0,0,0,0,0,0,0,0,0,0,0,0,
"Sarsfield",42,46,37,28,37,30,21,30,0,0,359,626,
"Sassafras (Vic.)",114,154,80,67,79,31,9,30,0,0,508,1064,
"Sawmill Settlement",12,5,4,3,0,3,3,5,0,0,47,87,
"Scarsdale",32,44,78,34,32,29,30,50,3,0,422,744,
"Scoresby",333,614,411,327,424,361,201,244,28,25,3039,6019,
"Scotchmans Lead",3,6,15,5,3,13,0,9,0,0,43,99,
"Scotsburn",26,26,7,15,15,16,4,12,0,0,139,258,
"Scotts Creek (Vic.)",51,11,15,6,6,5,6,26,0,0,116,245,
"Sea Lake",46,34,32,20,22,19,18,31,4,0,419,642,
"Seabrook",235,486,361,249,359,223,238,220,34,21,2706,5122,
"Seacombe",0,0,0,0,0,0,0,0,0,0,12,15,
"Seaford (Vic.)",823,1372,1364,897,1050,736,539,708,68,72,8827,16462,
"Seaholme",125,224,127,91,157,89,49,52,13,5,990,1925,
"Seaspray",15,11,17,11,7,10,5,21,3,0,214,320,
"Seaton (Vic.)",11,3,22,13,7,3,9,5,0,0,84,157,
"Seaview",14,9,17,4,5,3,0,5,0,0,69,125,
"Sebastian",10,20,12,4,9,9,12,10,0,5,129,215,
"Sebastopol (Vic.)",254,386,649,557,421,492,293,595,28,41,6312,10035,
"Seddon (Vic.)",460,1097,244,250,342,221,82,160,33,15,2228,5124,
"Sedgwick",58,77,31,19,24,22,17,18,0,0,277,549,
"Selby",102,223,120,107,107,66,44,71,5,8,797,1650,
"Selwyn (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Separation Creek",0,8,0,0,0,0,0,7,0,0,3,18,
"Serpentine (Vic.)",31,10,9,9,8,9,9,9,0,0,107,196,
"Serviceton",44,3,8,0,9,0,0,5,0,0,55,121,
"Seville",149,155,298,143,184,102,92,139,16,12,1079,2374,
"Seville East",53,46,104,41,54,25,43,57,0,6,376,795,
"Seymour (Vic.)",225,276,386,336,287,262,182,465,16,24,3870,6332,
"Shady Creek",38,16,13,6,9,0,4,11,0,0,83,186,
"Shays Flat",3,0,0,0,0,0,0,0,0,0,8,13,
"She Oaks",12,19,11,7,3,0,0,5,0,0,50,110,
"Sheans Creek",11,3,0,0,0,3,0,5,4,0,9,32,
"Sheep Hills",5,0,0,0,0,0,0,3,0,0,19,27,
"Shelbourne",29,44,36,23,23,14,16,24,4,0,241,455,
"Shelford",33,16,20,17,10,5,13,6,0,5,135,253,
"Shelley (Vic.)",0,0,0,0,0,0,0,0,0,0,0,3,
"Shepherds Flat",10,11,7,0,4,8,0,3,0,0,28,66,
"Shepparton",1327,2281,1664,1380,1360,1334,844,1733,99,116,19064,31193,
"Shepparton East",147,61,85,33,76,55,33,57,4,6,584,1135,
"Shepparton North",58,124,65,53,51,54,23,39,0,3,568,1036,
"Sherbrooke",30,30,19,18,13,11,3,0,0,0,136,265,
"Shoreham",43,75,54,11,23,8,5,18,4,4,359,603,
"Sidonia",9,0,0,0,0,0,0,0,0,0,4,16,
"Silvan",130,82,112,61,84,50,35,64,4,13,610,1249,
"Silverleaves",13,16,12,9,8,8,0,5,0,0,138,216,
"Simpson (Vic.)",122,14,43,17,19,14,20,42,0,6,278,575,
"Simpsons Creek",3,3,3,4,0,7,0,0,0,0,16,38,
"Simson",10,6,4,0,4,3,0,3,0,0,37,68,
"Skenes Creek",6,8,13,6,7,6,0,5,0,3,98,163,
"Skenes Creek North",0,0,0,0,0,0,0,0,0,0,11,12,
"Skibo",3,0,8,4,5,3,8,0,0,3,31,61,
"Skinners Flat",0,0,0,0,0,0,0,0,0,0,19,22,
"Skipton",44,19,27,20,16,27,24,27,5,0,383,587,
"Skye (Vic.)",396,529,704,513,633,441,371,494,39,30,3949,8094,
"Slaty Creek",9,0,0,4,4,0,0,5,0,0,14,37,
"Smeaton",33,20,12,7,15,3,4,14,0,0,120,230,
"Smiths Beach",11,12,17,15,8,9,0,9,0,0,138,227,
"Smiths Gully",35,48,34,19,34,18,3,22,0,0,153,372,
"Smokeytown",6,0,3,0,0,0,0,0,0,0,16,28,
"Smoko",7,3,5,0,4,0,0,0,0,4,22,48,
"Smythes Creek",87,101,135,76,98,76,56,53,21,3,756,1467,
"Smythesdale",57,69,90,50,61,47,38,55,4,7,561,1037,
"Snake Island",0,0,0,0,0,0,0,0,0,0,0,0,
"Snake Valley",29,33,52,35,34,36,30,57,3,0,437,741,
"Soldiers Hill (Vic.)",168,399,152,178,148,139,37,98,15,11,1457,2804,
"Somers",109,189,109,84,75,64,24,53,7,3,951,1671,
"Somerton (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Somerville (Vic.)",655,788,1180,664,780,622,366,601,51,43,5575,11333,
"Sorrento (Vic.)",117,137,54,49,71,50,3,46,6,6,1057,1593,
"South Dudley",7,14,23,27,19,30,8,29,0,0,298,461,
"South Geelong",66,157,80,72,58,51,18,48,3,0,434,991,
"South Kingsville",175,311,126,92,158,71,47,78,5,12,869,1945,
"South Melbourne",1200,2335,366,443,732,404,56,155,70,20,5141,10919,
"South Morang",1289,2111,1700,1322,1910,1414,875,1013,121,72,12237,24057,
"South Purrumbete",22,12,3,3,6,0,3,10,0,0,52,115,
"South Wharf",6,17,0,4,4,3,0,0,0,0,70,104,
"South Yarra",2795,6495,850,1127,1777,1303,131,370,149,92,10055,25149,
"Southbank",1891,4102,802,1100,1286,830,117,422,143,72,7936,18707,
"Southern Cross (Vic.)",11,11,9,3,6,3,9,0,0,0,65,117,
"Spargo Creek",4,4,0,0,0,0,0,4,0,0,23,35,
"Speed",14,0,0,0,0,6,0,3,0,0,52,83,
"Spotswood",261,424,174,113,194,111,55,61,11,7,1192,2605,
"Spring Gully (Vic.)",154,383,157,172,202,138,43,100,11,5,1639,3001,
"Spring Hill (Vic.)",11,20,20,16,13,7,0,11,7,0,103,199,
"Springbank",21,8,5,3,0,3,5,3,0,0,56,113,
"Springdallah",0,0,3,0,0,0,0,0,0,0,18,27,
"Springfield (Buloke - Vic.)",3,0,0,0,0,0,0,0,0,0,0,6,
"Springfield (Macedon Ranges - Vic.)",14,21,20,14,13,9,5,10,0,0,83,180,
"Springhurst",34,18,20,19,14,14,16,18,0,5,193,351,
"Springmount",22,20,7,0,11,5,5,4,0,0,104,182,
"Springvale (Vic.)",510,1077,1193,897,689,785,1054,1642,91,130,13640,21713,
"Springvale South",372,568,682,539,538,534,744,1073,62,75,7596,12770,
"St Albans (Vic.)",718,1368,1963,1539,1341,1164,1865,2701,165,217,24261,37312,
"St Albans Park",155,237,425,328,264,260,208,330,12,15,2618,4846,
"St Andrews (Vic.)",75,146,122,64,92,43,27,41,8,0,610,1230,
"St Andrews Beach",61,82,106,52,48,34,9,45,0,5,437,891,
"St Arnaud",138,104,114,108,78,74,59,177,13,6,1321,2194,
"St Arnaud East",6,4,3,11,3,0,5,6,0,0,42,84,
"St Arnaud North",8,0,0,0,0,0,3,4,0,0,24,43,
"St Clair (Vic.)",15,0,3,3,0,0,0,0,0,0,24,51,
"St Germains",5,4,4,0,6,0,0,0,3,0,55,73,
"St Helena",226,365,224,143,283,184,38,92,17,4,1359,2922,
"St Helens (Vic.)",18,0,3,0,0,0,0,0,0,0,23,49,
"St Helens Plains",15,0,0,0,4,0,0,3,0,0,17,39,
"St James (Vic.)",12,3,12,3,4,4,4,8,0,3,81,131,
"St Kilda (Vic.)",1973,4300,1163,1253,1523,999,203,506,134,74,8113,20227,
"St Kilda East",1198,2861,658,699,902,622,91,269,94,45,5663,13097,
"St Kilda West",355,710,120,133,243,146,22,67,10,9,1348,3164,
"St Leonards (Vic.)",100,137,136,109,112,90,48,97,13,4,1633,2480,
"Staceys Bridge",9,0,0,0,3,0,0,7,0,0,10,35,
"Staffordshire Reef",0,3,9,0,0,0,0,0,0,0,37,48,
"Staghorn Flat",40,31,25,15,21,20,3,14,5,0,122,293,
"Stanhope (Vic.)",89,28,48,29,28,20,19,69,0,0,491,829,
"Stanley (Vic.)",39,45,20,15,5,10,6,16,0,4,193,362,
"Staughton Vale",7,11,10,4,3,4,3,3,0,0,45,94,
"Stavely",14,0,0,0,0,0,0,0,0,0,23,39,
"Stawell",269,289,304,395,227,235,189,491,25,16,3597,6033,
"Steels Creek",24,26,22,18,8,7,5,9,3,0,103,226,
"Steiglitz (Vic.)",5,4,8,3,0,5,0,3,0,0,28,55,
"Stewarton (Vic.)",22,12,6,6,4,0,0,0,0,0,59,113,
"Stirling (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Stockdale",8,0,7,0,4,5,0,4,0,0,30,57,
"Stockyard Hill",16,3,0,0,0,4,0,0,0,0,23,52,
"Stonehaven",11,8,0,5,3,3,0,5,0,0,46,82,
"Stoneleigh (Vic.)",17,0,0,0,0,0,0,5,0,0,21,47,
"Stony Creek (Central Goldfields - Vic.)",0,0,0,0,3,0,0,0,0,0,0,7,
"Stony Creek (South Gippsland - Vic.)",54,10,16,16,11,3,5,17,0,0,143,279,
"Stonyford",10,0,4,0,5,0,0,0,0,0,22,50,
"Stradbroke",29,6,10,0,4,8,6,15,0,0,94,172,
"Strangways",8,14,5,4,0,0,0,8,0,0,53,89,
"Straten",0,0,0,0,0,0,0,0,0,0,0,3,
"Stratford (Vic.)",175,144,228,143,119,102,104,140,7,13,1445,2621,
"Strath Creek",26,13,11,8,4,4,7,11,0,0,83,163,
"Strathallan",16,8,7,7,12,9,5,11,0,0,75,143,
"Strathbogie",39,22,13,13,11,10,7,13,0,0,170,308,
"Strathdale",303,611,285,303,330,317,94,227,23,7,3167,5664,
"Strathdownie",38,0,7,0,5,0,0,19,0,4,99,183,
"Strathewen",16,21,20,9,14,0,4,9,0,0,86,178,
"Strathfieldsaye",341,709,342,311,399,284,99,194,19,18,2709,5425,
"Strathkellar",16,14,7,0,8,5,5,7,0,0,41,94,
"Strathlea",0,0,0,0,0,0,0,0,0,0,12,19,
"Strathmerton",115,22,58,46,42,34,39,117,5,3,569,1049,
"Strathmore (Vic.)",739,1259,437,381,702,423,111,202,31,22,4110,8417,
"Strathmore Heights",60,81,74,56,87,59,10,37,8,5,541,1006,
"Streatham",17,5,3,3,3,0,9,9,0,0,99,157,
"Strzelecki (Vic.)",18,3,3,4,6,4,3,3,0,0,36,91,
"Stuart Mill",18,3,0,5,0,4,0,0,0,0,48,80,
"Sugarloaf (Vic.)",0,4,0,0,0,0,0,0,0,0,5,15,
"Sugarloaf Creek",11,18,15,6,17,9,9,16,0,0,136,247,
"Suggan Buggan",0,0,0,0,0,0,0,0,0,0,0,0,
"Sulky",18,20,26,11,29,19,5,7,0,0,103,234,
"Summerlands",0,0,0,0,0,0,0,0,0,0,0,0,
"Sunbury",1949,2840,2947,2206,2958,1956,1334,1447,161,93,18197,36084,
"Sunday Creek",23,14,27,18,18,18,16,22,3,4,150,309,
"Sunderland Bay",8,18,20,15,17,10,5,11,0,0,144,233,
"Sunset Strip (Vic.)",17,23,37,36,14,18,6,13,4,3,261,425,
"Sunshine (Vic.)",335,751,566,448,533,342,395,667,42,46,5652,9772,
"Sunshine North",294,581,614,499,478,417,547,808,85,81,7293,11699,
"Sunshine West",476,964,890,741,903,663,962,1152,91,111,11616,18585,
"Surf Beach (Vic.)",22,48,48,31,26,27,6,27,0,3,295,527,
"Surrey Hills",1334,2720,409,540,912,569,73,197,61,27,6768,13606,
"Sutherland (Vic.)",9,0,0,0,0,0,0,4,0,0,3,24,
"Sutherlands Creek",13,15,14,0,6,8,5,5,0,0,52,114,
"Sutton (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Sutton Grange",17,16,6,8,7,5,0,0,0,0,72,136,
"Swan Bay (Vic.)",10,0,0,0,0,0,6,3,0,0,31,59,
"Swan Hill",650,785,661,523,560,537,255,608,35,39,6242,10907,
"Swan Hill West",0,0,0,0,0,0,0,0,0,0,5,3,
"Swan Island",0,0,0,0,0,0,0,0,0,0,0,0,
"Swan Marsh",29,5,5,0,9,4,6,14,0,0,47,118,
"Swan Reach (Vic.)",43,42,47,42,36,21,17,31,0,0,466,746,
"Swanpool",21,13,17,11,4,7,4,22,0,0,116,208,
"Swanwater",0,0,0,0,0,0,0,0,0,0,3,20,
"Swanwater West",8,0,0,0,0,0,0,0,0,0,3,17,
"Swifts Creek",34,22,14,9,7,8,14,11,0,0,159,279,
"Sydenham (Vic.)",474,771,694,562,805,571,516,572,61,44,5778,10844,
"Sylvaterre",0,0,0,0,0,0,0,0,0,0,10,14,
"Tabberabbera",0,0,0,0,0,0,0,0,0,0,0,0,
"Tabilk",9,3,9,8,8,6,3,11,0,0,77,136,
"Tabor",11,8,0,0,0,0,0,3,0,0,18,40,
"Taggerty",35,22,18,20,14,15,9,19,4,0,171,331,
"Tahara",9,0,0,0,0,0,0,4,0,0,15,38,
"Tahara Bridge",3,0,0,0,0,0,0,0,0,0,7,17,
"Tahara West",9,0,3,0,0,0,0,0,0,0,5,22,
"Talbot (Vic.)",10,3,25,18,14,14,13,32,0,3,302,441,
"Talgarno",35,31,11,5,3,6,4,7,0,0,111,221,
"Tallandoon",12,4,7,0,3,4,3,10,0,0,33,75,
"Tallangatta",55,74,77,53,49,37,38,60,0,4,640,1080,
"Tallangatta East",13,4,9,0,3,0,0,7,0,0,25,51,
"Tallangatta South",33,11,8,3,8,10,9,8,0,0,48,141,
"Tallangatta Valley",52,6,9,8,8,4,7,5,0,0,103,201,
"Tallarook",50,60,49,31,41,26,25,47,3,0,397,734,
"Tallygaroopna",59,39,49,25,36,22,18,43,0,4,277,579,
"Tambo Crossing",10,4,0,0,0,0,0,0,0,0,6,18,
"Tambo Upper",22,25,34,14,15,16,14,20,0,0,159,325,
"Tamboon",0,0,0,0,0,0,0,0,0,0,14,14,
"Tamboritha",0,0,0,0,0,0,0,0,0,0,0,0,
"Taminick",23,14,13,4,4,4,0,10,0,0,39,100,
"Tamleugh",13,6,3,4,0,4,0,0,0,0,18,45,
"Tamleugh North",7,4,0,0,0,3,0,0,0,0,15,33,
"Tandarook",5,0,0,0,0,0,4,0,0,0,14,18,
"Tandarra",15,0,4,0,6,0,0,0,0,0,25,49,
"Tangambalanga",27,39,42,22,23,27,28,32,0,0,296,545,
"Tanjil",0,0,0,0,0,0,0,0,0,0,0,0,
"Tanjil Bren",0,0,0,0,0,0,0,0,0,0,9,12,
"Tanjil South",51,21,49,22,25,19,23,29,3,9,291,544,
"Tanwood",7,0,0,0,0,0,0,3,0,0,15,29,
