Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"Blackmans Point",0,5,12,7,39,47,0,18,4,26,13,168,
"Blacksmiths",18,17,122,117,361,485,0,245,46,149,279,1843,
"Blacktown",2311,375,5661,3420,4839,12564,37,3378,1606,3313,9658,47172,
"Blackville",0,0,3,15,10,32,0,9,0,16,30,114,
"Blackwall (NSW)",34,24,139,150,304,532,0,156,53,193,303,1892,
"Blair Athol (NSW)",86,22,435,239,299,819,0,132,100,104,642,2881,
"Blairmount",8,4,41,30,46,114,0,35,8,30,103,421,
"Blakebrook",3,0,7,6,21,35,0,23,4,22,28,150,
"Blakehurst",290,78,1090,537,519,1614,0,354,219,343,1164,6219,
"Blakney Creek",0,0,12,3,11,13,0,4,3,9,13,64,
"Bland",0,0,4,0,3,13,0,5,0,5,9,43,
"Blandford",0,0,23,10,29,57,0,18,6,17,23,182,
"Blaxland (NSW)",397,182,1066,697,1075,1610,4,307,251,351,1506,7449,
"Blaxlands Creek",0,0,12,12,26,28,0,11,8,14,14,118,
"Blaxlands Ridge",5,6,36,33,102,110,0,21,14,62,107,503,
"Blayney",25,29,167,162,557,889,3,395,98,366,688,3377,
"Bligh Park",73,53,361,454,1266,1777,8,420,156,266,1527,6360,
"Blighty",3,0,9,11,17,39,0,12,4,13,42,138,
"Blowering",0,0,0,0,0,0,0,0,0,0,0,0,
"Blue Bay",27,12,95,86,168,290,0,64,34,115,137,1030,
"Blue Haven",23,34,212,358,1156,1844,10,585,162,428,1568,6377,
"Blue Knob",8,4,35,13,28,54,0,6,7,45,24,221,
"Blue Mountains National Park",0,0,0,0,0,0,0,0,0,0,0,0,
"Blue Nobby",0,0,6,4,0,9,0,0,0,5,0,26,
"Blue Vale",0,0,3,3,14,17,0,4,0,6,11,61,
"Blueys Beach",10,0,18,15,38,41,0,11,4,15,27,188,
"Boambee",44,36,229,131,246,371,3,122,47,136,298,1667,
"Boambee East",56,59,397,388,939,1429,4,434,164,326,1053,5242,
"Boambolo",0,4,14,6,3,13,0,0,0,0,9,53,
"Boat Harbour (Lismore - NSW)",0,0,25,10,25,32,0,9,6,11,19,142,
"Boat Harbour (Port Stephens - NSW)",29,19,117,87,180,196,0,44,30,62,195,958,
"Bobadah",0,0,0,0,0,4,0,0,0,0,0,11,
"Bobin",3,0,15,13,31,28,0,9,4,25,23,157,
"Bobs Creek",4,0,11,10,11,18,0,9,8,10,8,87,
"Bobs Farm",4,6,35,28,107,104,0,40,19,47,64,444,
"Bobundara",0,0,3,0,0,0,0,0,0,5,4,19,
"Boco",0,0,0,0,0,0,0,0,0,0,0,0,
"Bocoble",4,0,9,8,27,28,0,20,4,25,29,149,
"Bocobra",0,0,0,0,12,6,0,0,0,13,10,53,
"Bodalla",16,5,48,56,149,220,0,67,22,52,102,740,
"Bodangora",0,0,9,8,12,15,0,9,0,17,6,75,
"Boeill Creek",3,0,11,0,19,25,0,10,0,16,17,102,
"Bogan",0,0,0,0,3,7,0,0,0,0,0,14,
"Bogan Gate",0,0,12,14,28,77,0,27,4,54,62,291,
"Bogangar",59,55,311,204,532,742,3,195,93,244,624,3062,
"Bogee",0,3,3,9,10,24,0,6,6,5,6,78,
"Boggabilla",3,3,42,31,76,254,0,148,16,147,255,989,
"Boggabri",0,5,45,41,168,320,3,141,16,166,218,1129,
"Bogong Peaks Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Bohena Creek",0,4,4,9,23,51,0,12,9,28,31,171,
"Bohnock",0,3,6,9,18,14,0,3,4,9,17,69,
"Bolaro",3,0,5,3,12,5,0,0,0,7,4,38,
"Bolivia",0,0,6,4,7,20,0,3,6,0,14,70,
"Bolong",0,0,6,5,11,33,0,11,0,3,25,102,
"Bolton Point",27,23,149,125,320,537,3,206,63,258,394,2122,
"Bolwarra (NSW)",34,11,142,77,169,236,0,50,31,50,188,991,
"Bolwarra Heights",82,54,357,278,465,635,0,167,76,136,741,2981,
"Bom Bom",0,0,0,0,0,0,0,0,0,0,0,0,
"Bomaderry",79,69,416,470,1147,1641,16,730,225,752,1119,6666,
"Bombah Point",0,0,6,0,0,4,0,0,0,4,3,14,
"Bombala",11,10,75,65,229,378,0,185,34,145,255,1383,
"Bombay",8,0,17,18,14,8,0,6,3,13,28,118,
"Bombira",8,9,57,27,45,70,0,11,6,34,75,349,
"Bombo",0,0,9,9,19,23,0,3,6,13,10,108,
"Bombowlee",8,5,23,16,43,81,0,35,3,30,52,295,
"Bombowlee Creek",0,0,3,3,13,22,0,8,0,8,7,51,
"Bomen",0,0,0,5,3,10,0,0,0,0,3,26,
"Bomera",0,0,0,4,0,13,0,4,0,5,10,38,
"Bonalbo",3,8,23,10,56,99,0,46,12,60,50,373,
"Bondi",918,197,2715,881,647,1695,0,205,318,1244,1229,10049,
"Bondi Beach",1161,261,3308,891,655,1871,0,171,298,1756,1287,11653,
"Bondi Forest",0,0,0,0,0,0,0,0,0,3,0,3,
"Bondi Junction",929,196,2415,779,519,1642,4,197,260,1325,1176,9440,
"Bonnells Bay",71,40,266,315,626,928,0,299,125,257,648,3575,
"Bonnet Bay",119,52,390,250,270,502,0,84,93,77,420,2265,
"Bonny Hills",62,45,294,236,570,699,5,215,106,217,528,2976,
"Bonnyrigg",97,24,600,477,675,2858,12,996,694,544,1689,8670,
"Bonnyrigg Heights",96,44,631,493,715,2401,10,690,520,299,1405,7305,
"Bonshaw (NSW)",0,0,9,7,8,37,0,12,7,17,50,136,
"Bonville",34,39,264,196,462,637,0,185,82,167,483,2548,
"Booerie Creek",0,0,10,14,25,47,0,8,4,40,18,165,
"Book Book",0,0,7,13,3,17,0,12,0,14,25,94,
"Booker Bay",21,17,114,103,216,378,0,114,56,154,152,1322,
"Bookham",0,3,15,13,25,43,0,11,6,20,21,162,
"Bookookoorara",0,0,5,0,8,3,0,5,0,3,5,28,
"Bookram",0,0,0,0,0,0,0,0,0,0,0,0,
"Boolambayte",0,4,3,12,16,18,0,7,4,7,16,84,
"Boolaroo",14,9,64,61,211,327,4,111,31,67,144,1034,
"Boolcarroll",0,0,4,0,4,0,0,0,0,0,5,14,
"Booligal",0,0,9,9,12,27,0,12,0,15,17,96,
"Boolijah",0,0,0,0,0,0,0,0,0,0,0,0,
"Boomanoomana",0,0,10,0,13,17,0,7,0,25,22,95,
"Boomerang Beach",7,9,31,23,55,58,0,9,3,40,61,297,
"Boomey",0,0,3,0,5,18,0,0,0,12,34,73,
"Boomi",3,0,12,15,19,60,0,19,7,28,45,203,
"Boomi Creek",0,0,3,0,0,3,0,8,0,0,0,21,
"Boona Mount",0,0,5,0,0,5,0,3,0,3,3,20,
"Boonal",0,0,4,4,0,15,0,0,0,6,12,45,
"Boonoo Boonoo",0,0,4,0,0,7,0,0,0,0,3,17,
"Boorabee Park",0,6,14,5,12,23,0,7,6,10,23,103,
"Booragul",9,7,71,74,225,352,0,182,42,93,229,1282,
"Booral (NSW)",10,5,24,22,83,113,0,37,5,43,76,404,
"Boorga",0,0,0,0,0,0,0,0,0,4,0,12,
"Boorganna",0,0,0,5,0,3,0,4,0,7,9,27,
"Boorolong",3,0,11,0,6,22,0,5,0,12,21,86,
"Boorook",0,0,0,6,4,9,0,6,0,6,3,31,
"Boorooma",32,23,150,51,104,216,0,25,22,35,206,862,
"Booroorban",0,0,4,4,5,17,0,0,0,0,9,34,
"Boorowa",23,13,105,100,237,456,0,187,57,192,268,1640,
"Bootawa",6,0,11,15,28,49,0,7,6,30,20,174,
"Booti Booti",0,0,0,0,0,0,0,0,0,0,0,0,
"Booyong",3,0,11,9,15,19,0,4,0,5,15,82,
"Bora Ridge",0,0,5,7,11,32,0,9,3,11,34,116,
"Borah Creek",0,0,4,0,0,9,0,5,0,3,3,36,
"Borambola",0,0,12,5,16,32,0,4,0,7,23,105,
"Border Ranges",0,0,0,0,0,0,0,0,0,0,0,0,
"Boree",0,3,11,6,18,29,0,3,6,7,18,95,
"Boree Creek",0,0,11,8,28,59,0,25,8,14,45,201,
"Borenore",23,11,62,33,66,86,0,23,21,46,95,464,
"Boro",0,3,0,3,21,22,0,10,0,17,22,89,
"Bossley Park",218,74,1226,965,1567,4410,18,1772,876,866,2587,14580,
"Bostobrick",0,0,12,10,25,33,0,15,0,9,31,137,
"Botany",514,128,1383,894,1286,2579,3,571,298,926,2227,10822,
"Botobolar",0,0,3,7,27,19,0,6,0,5,26,87,
"Bottle Creek",0,0,0,0,0,5,0,9,0,0,7,24,
"Bouddi",0,0,0,0,0,4,0,0,0,5,0,8,
"Bourbah",0,0,3,0,12,13,0,0,0,0,10,39,
"Bourke",27,7,133,99,178,433,4,193,36,356,445,1915,
"Bourkelands",70,49,303,234,474,666,3,153,75,141,680,2852,
"Bournda",0,0,15,6,33,26,0,8,0,32,32,150,
"Bournewood",0,0,10,9,5,4,0,6,0,3,10,52,
"Bow Bowing",42,6,176,135,207,496,0,98,43,73,336,1603,
"Bowan Park",7,0,13,13,11,34,0,3,3,3,32,113,
"Bowen Mountain",43,23,156,137,290,351,3,77,38,83,365,1572,
"Bowenfels",9,8,58,72,294,540,9,273,43,298,440,2047,
"Bowling Alley Point",0,0,6,3,5,9,0,3,0,4,8,31,
"Bowman",0,6,18,6,20,34,0,10,4,14,29,142,
"Bowman Farm",0,0,5,0,6,13,0,5,3,4,4,45,
"Bowmans Creek",0,0,0,0,0,5,0,0,0,0,0,10,
"Bowna",3,0,13,14,15,18,0,6,5,10,18,108,
"Bowning",14,10,47,48,82,157,0,31,8,64,100,572,
"Bowral",515,248,1421,1036,1218,2415,9,548,398,886,1639,10331,
"Bowraville",6,12,40,51,165,305,3,136,24,145,232,1120,
"Box Head",0,0,0,0,0,0,0,0,0,0,0,0,
"Box Hill (NSW)",16,9,76,63,168,230,3,100,32,60,149,899,
"Box Ridge",0,0,0,4,9,16,0,4,0,5,9,48,
"Boxers Creek",4,3,8,16,48,35,0,31,7,28,43,230,
"Boydtown",0,0,0,6,15,23,0,9,0,13,3,73,
"Bradbury (NSW)",150,59,577,571,1401,2586,6,650,294,601,1908,8800,
"Braefield",0,0,0,4,15,17,0,11,3,4,11,63,
"Braemar",20,0,45,24,80,113,0,22,18,27,107,448,
"Braemar Bay",0,0,0,0,5,6,0,5,3,0,0,20,
"Braidwood",64,29,185,106,209,365,0,112,49,216,313,1652,
"Brandy Hill",12,15,78,55,117,180,0,35,28,53,99,669,
"Branxton",22,20,144,130,392,473,3,179,42,157,426,1987,
"Braunstone",3,5,24,14,52,93,0,26,8,37,39,293,
"Brawboy",0,0,4,0,0,7,0,4,0,0,0,21,
"Bray Park (NSW)",4,8,46,52,136,181,3,93,33,74,171,793,
"Brays Creek",0,0,6,4,4,9,0,5,3,18,11,70,
"Brayton",0,4,11,23,32,25,0,13,5,29,30,171,
"Breadalbane (NSW)",0,0,17,6,11,23,0,5,3,9,29,99,
"Breakfast Creek",0,0,5,4,0,7,0,7,8,3,11,46,
"Breakfast Point",397,97,923,426,318,899,0,97,161,290,580,4190,
"Bream Beach",0,0,0,0,0,3,0,0,0,4,3,16,
"Bredbo",9,3,27,27,61,82,0,29,7,50,62,348,
"Breelong",0,0,0,0,12,15,0,10,3,6,5,63,
"Breeza",0,3,11,9,20,38,0,31,0,13,25,147,
"Bretti",3,0,0,0,3,6,0,0,3,4,4,25,
"Brewarrina",7,4,48,41,87,303,3,164,18,202,265,1147,
"Brewongle",3,0,8,0,25,30,0,11,9,14,16,121,
"Briarbrook",0,0,0,0,0,5,0,0,0,3,3,9,
"Bribbaree",0,0,4,8,30,38,0,20,3,21,25,138,
"Bridgman",4,3,10,13,54,44,0,8,4,9,53,204,
"Brierfield",9,0,60,24,51,57,0,18,4,24,75,330,
"Brighton-le-Sands",359,97,1157,739,836,2073,5,569,327,924,1241,8326,
"Brightwaters",23,13,69,87,188,226,0,54,33,58,152,905,
"Bril Bril",0,0,0,0,0,0,0,0,0,0,0,0,
"Brimbin",3,0,0,3,14,16,0,12,0,0,7,60,
"Brindabella",4,0,4,0,5,4,0,0,0,4,0,24,
"Brinerville",0,0,0,0,0,0,0,0,0,0,0,0,
"Bringelly",17,17,167,136,445,714,0,268,78,206,463,2509,
"Bringenbrong",0,0,0,8,7,11,0,4,3,3,13,50,
"Brisbane Grove",4,0,10,4,29,36,0,14,3,8,23,134,
"Broadmeadow",66,33,254,114,220,407,0,99,42,83,281,1595,
"Broadwater (Bega Valley - NSW)",4,3,6,6,23,27,0,7,4,8,23,118,
"Broadwater (Richmond Valley - NSW)",8,4,39,31,139,162,0,60,14,71,121,643,
"Broadway",0,0,0,0,12,7,0,0,0,6,9,41,
"Brobenah",0,0,0,0,6,9,0,0,0,0,3,15,
"Brocklehurst",6,0,24,26,60,84,0,36,3,42,81,358,
"Brocklesby",0,0,12,15,26,39,0,21,3,16,44,182,
"Brockley",0,0,0,0,5,5,0,0,0,0,17,43,
"Brodies Plains",0,0,3,4,8,8,0,6,3,11,18,55,
"Brogans Creek",0,0,0,0,6,3,0,0,0,0,0,10,
"Brogers Creek",3,5,12,3,5,5,0,0,0,9,0,43,
"Brogo",16,13,58,41,93,123,0,24,12,53,66,500,
"Broke (NSW)",10,6,35,26,92,128,0,48,8,89,137,581,
"Broken Head",15,0,56,27,43,52,0,8,11,25,45,278,
"Broken Hill",193,179,904,810,2900,4694,35,2456,391,2282,2966,17811,
"Brombin",3,4,11,8,20,35,0,7,0,9,22,114,
"Bronte",718,157,1689,483,428,1049,0,177,167,518,1346,6726,
"Brookdale (NSW)",0,0,0,0,3,12,0,0,0,3,9,26,
"Brookfield (NSW)",0,0,16,19,39,51,0,10,4,28,28,205,
"Brooklana",0,0,7,5,9,16,0,10,0,6,0,42,
"Brooklet",17,7,41,23,43,51,0,6,10,27,40,254,
"Brooklyn (NSW)",42,11,102,66,110,188,0,32,25,63,94,727,
"Brookong",0,0,0,0,0,0,0,0,0,0,5,5,
"Brookvale",157,51,570,307,393,746,4,147,123,189,461,3160,
"Brooman",3,0,3,0,8,3,0,0,0,0,3,27,
"Brooms Head",4,5,25,16,39,60,0,22,8,26,15,211,
"Broughams Gate",0,0,0,6,5,5,0,0,0,0,6,16,
"Broughton (NSW)",3,0,15,14,11,18,0,3,6,4,17,91,
"Broughton Vale",8,10,32,19,25,29,0,6,0,7,16,165,
"Broughton Village",10,0,3,7,15,21,0,5,0,0,16,84,
"Broulee",44,45,208,132,274,363,0,143,60,168,283,1717,
"Brownlow Hill",44,10,48,24,61,110,0,13,5,23,88,422,
"Browns Creek",3,0,4,3,25,22,0,7,4,9,19,99,
"Browns Mountain",0,0,0,0,0,4,0,0,0,0,7,20,
"Brownsville",4,3,25,29,106,160,0,77,12,47,64,531,
"Brucedale",3,0,27,13,36,40,0,7,9,13,34,182,
"Bruie Plains",0,0,0,5,3,6,0,0,0,4,16,49,
"Bruinbun",0,0,0,0,3,7,0,0,0,17,4,46,
"Brumby Plains",0,0,0,0,0,0,0,0,0,0,0,0,
"Brundee",0,0,0,0,13,13,0,4,0,3,11,49,
"Brungle",0,0,3,3,10,26,0,21,6,4,28,114,
"Brungle Creek",0,0,5,0,6,12,0,0,0,9,5,28,
"Brunkerville",11,4,36,22,37,44,0,16,4,14,26,202,
"Brunswick Heads",54,33,203,151,263,424,4,119,47,223,228,1738,
"Brushgrove",9,0,17,5,36,58,0,21,9,21,17,200,
"Brushy Creek",5,0,3,5,0,3,0,0,0,3,8,22,
"Buangla",0,0,0,0,0,0,0,0,0,0,0,0,
"Bucca (NSW)",6,7,49,37,94,147,0,34,12,51,108,548,
"Bucca Wauka",0,0,8,4,21,12,0,13,0,12,13,81,
"Buccarumbi",0,0,0,4,6,0,0,0,0,4,0,21,
"Buchanan (NSW)",9,5,19,8,26,45,0,20,11,23,33,194,
"Buckajo",5,5,22,20,57,78,0,21,13,26,49,297,
"Buckaroo",6,5,20,11,22,31,0,10,0,14,19,129,
"Buckenbowra",0,0,0,0,5,7,0,0,3,0,4,19,
"Buckenderra",0,0,0,0,0,13,0,4,0,0,0,19,
"Buckendoon",0,0,3,4,4,9,3,3,0,3,10,38,
"Bucketty",11,0,19,14,35,36,0,14,5,25,40,183,
"Buckra Bendinni",0,0,4,5,19,17,0,15,7,20,10,99,
"Budawang",3,0,4,0,3,6,0,0,0,0,0,14,
"Buddabadah",0,0,7,0,8,11,0,3,3,7,9,51,
"Budden",0,0,0,4,5,3,0,5,0,5,3,19,
"Budderoo",0,0,0,0,0,0,0,0,0,0,0,0,
"Buddong",0,0,0,0,0,0,0,0,0,0,0,0,
"Budgee Budgee (NSW)",4,3,12,12,45,48,0,6,7,18,40,194,
"Budgewoi",37,32,173,219,655,929,0,325,98,331,568,3362,
"Budgewoi Peninsula",0,0,0,0,0,0,0,0,0,0,0,0,
"Budgong",10,3,10,14,7,4,0,0,5,12,4,67,
"Buff Point",26,17,167,216,696,955,7,351,92,336,653,3506,
"Bugaldie",3,0,15,10,20,41,0,10,0,19,21,140,
"Bukalong",0,0,0,0,0,0,0,0,0,0,0,0,
"Bukkulla",0,0,10,12,22,32,0,13,8,14,34,136,
"Bulahdelah",14,12,59,65,218,422,5,207,51,191,186,1424,
"Bulee",0,0,0,0,0,0,0,0,0,0,0,0,
"Bulga (NSW)",9,0,30,15,56,85,0,39,11,42,73,357,
"Bulga Forest",4,0,0,0,0,0,0,0,0,0,0,9,
"Bulgary",0,0,0,4,0,0,0,4,0,0,0,12,
"Bulla (NSW)",0,0,0,0,0,0,0,0,0,0,0,6,
"Bulla Creek",0,0,9,0,0,16,0,3,3,3,21,61,
"Bullaburra",60,36,163,130,194,261,0,53,30,65,231,1232,
"Bullagreen",0,0,8,5,10,14,0,6,0,0,17,47,
"Bullarah",0,0,10,6,10,38,0,7,0,29,16,114,
"Bullatale",0,0,3,3,4,12,0,3,0,3,9,39,
"Bullawa Creek",5,0,7,5,20,17,0,7,5,19,18,102,
"Bulldog",0,0,0,0,5,5,0,6,5,6,0,29,
"Bulli",323,144,766,503,883,1221,3,366,176,341,1387,6108,
"Bulliac",0,0,0,5,3,9,0,8,5,5,7,46,
"Bullio",6,4,0,0,12,15,0,10,4,19,20,85,
"Bulyeroi",0,0,4,0,0,3,0,0,0,0,7,19,
"Bumbaldry",0,0,0,14,18,22,0,10,3,21,10,103,
"Bumbalong",0,3,0,0,4,4,0,4,0,4,6,25,
"Bundabah",4,0,10,14,15,26,0,6,3,10,15,105,
"Bundagen",4,3,27,13,17,31,0,0,5,16,23,137,
"Bundanoon (NSW)",121,67,361,275,396,615,3,161,94,261,378,2730,
"Bundarra",6,8,25,39,108,171,0,104,14,83,119,677,
"Bundeena",125,54,258,184,312,375,0,84,66,108,343,1918,
"Bundella",0,0,7,7,12,17,0,4,3,5,19,66,
"Bundemar",0,0,5,5,9,10,0,0,4,5,10,41,
"Bundewallah",0,5,13,3,3,4,0,3,3,9,3,47,
"Bundook",0,0,4,0,21,28,0,11,5,17,19,100,
"Bundure",0,0,0,0,0,5,0,0,0,0,0,8,
"Bungaba",0,0,3,0,14,25,0,14,0,15,22,92,
"Bungabbee",0,0,0,0,0,0,0,0,0,0,0,0,
"Bungalora",5,0,8,5,12,21,0,0,6,0,10,67,
"Bungarby",0,0,17,7,7,22,0,7,4,7,6,76,
"Bungarribee",281,40,570,185,144,460,0,68,56,81,754,2634,
"Bungawalbin",0,3,3,8,27,29,0,10,4,15,13,117,
"Bungendore",250,113,449,386,594,867,0,141,90,305,990,4179,
"Bungonia",6,3,25,20,60,91,0,44,16,44,57,372,
"Bungowannah",6,3,18,17,26,35,0,7,7,12,28,162,
"Bungwahl",7,6,19,12,51,54,0,11,6,24,45,230,
"Bunnaloo",0,0,12,3,12,41,0,6,0,7,16,102,
"Bunnan",4,0,6,7,20,21,0,20,5,11,18,103,
"Bunyah",0,0,12,10,32,35,0,13,9,17,19,140,
"Bunyan",8,4,14,9,31,39,0,11,9,19,28,154,
"Burcher",0,0,0,3,6,31,0,8,3,17,10,84,
"Bureen",0,0,4,6,10,17,0,11,0,0,10,58,
"Burnt Bridge",0,0,5,7,23,38,0,20,6,17,39,155,
"Burnt Yards",0,0,4,0,7,4,0,4,0,0,8,30,
"Buronga",12,15,82,97,189,304,0,105,24,133,258,1215,
"Burra (Queanbeyan-Palerang Regional - NSW)",53,31,117,79,73,171,0,38,15,87,136,797,
"Burra (Snowy Valleys - NSW)",3,5,4,4,6,16,0,6,0,13,14,68,
"Burra Creek",0,0,3,6,5,25,0,8,0,12,13,81,
"Burraboi",0,0,3,0,17,18,0,3,0,6,10,65,
"Burradoo",155,63,475,289,232,577,0,125,94,243,383,2644,
"Burraga",0,0,7,3,8,27,0,6,3,14,25,91,
"Burragate",0,3,6,17,19,21,0,5,0,16,12,107,
"Burrandana",0,0,5,4,4,0,0,0,0,0,7,21,
"Burraneer",163,69,622,358,384,834,0,155,108,189,700,3587,
"Burrangong",0,0,24,3,36,65,0,24,5,19,47,235,
"Burrapine",0,0,0,3,3,17,0,5,3,19,9,58,
"Burrawang",23,7,46,33,60,60,0,31,14,29,66,361,
"Burrell Creek",4,4,19,21,36,63,0,14,9,29,27,216,
"Burren Junction",0,5,17,13,33,81,0,29,9,26,61,273,
"Burrier",0,0,0,6,9,13,0,6,5,4,3,45,
"Burrill Lake",16,13,89,102,279,380,0,149,51,150,235,1465,
"Burringbar",17,7,60,53,146,241,0,73,12,93,151,853,
"Burrinjuck",0,0,0,0,0,3,0,0,0,6,3,14,
"Burroway",0,0,12,11,14,26,0,13,3,21,28,121,
"Burrumbuttock",7,5,22,29,61,83,0,32,5,36,71,361,
"Burrundulla",0,0,11,15,19,29,0,14,9,18,34,147,
"Burwood (NSW)",1667,193,3575,1235,705,4502,5,832,613,1136,1572,16032,
"Burwood Heights",60,13,166,58,84,238,0,69,41,88,166,987,
"Busby",29,13,156,189,363,1270,10,486,182,518,1078,4286,
"Busbys Flat",0,0,0,3,10,5,0,3,0,4,8,36,
"Bushells Ridge",0,0,0,0,0,3,0,3,5,0,0,19,
"Buttaba",27,16,109,83,214,264,0,80,41,44,220,1097,
"Buttai",0,0,10,4,12,15,0,3,0,0,7,56,
"Butterwick",0,4,18,17,23,31,0,16,8,9,24,141,
"Buxton (NSW)",18,14,90,140,424,538,5,127,41,138,502,2027,
"Byabarra",3,9,30,18,66,79,0,23,10,22,70,330,
"Byadbo Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Byangum",4,0,11,10,29,33,0,10,6,11,20,137,
"Bylong",4,0,0,3,4,3,0,0,0,6,0,23,
"Byng",6,0,4,4,9,9,0,9,0,0,4,48,
"Byrock",0,0,0,3,6,15,0,12,0,6,4,50,
"Byron Bay",186,104,858,436,636,1173,3,205,150,1092,678,5515,
"Byrrill Creek",4,5,16,10,27,22,0,5,4,17,16,127,
"Bywong",105,50,218,107,148,280,0,46,33,98,247,1323,
"Cabarita (NSW)",164,45,415,179,158,397,0,106,81,101,311,1962,
"Cabarita Beach",0,0,16,10,7,38,0,6,7,4,16,106,
"Cabbage Tree Island (Ballina - NSW)",0,0,0,0,6,26,0,11,0,3,27,78,
"Cabbage Tree Island (Mid-Coast - NSW)",0,0,0,0,0,3,0,0,0,3,0,12,
"Cabramatta",234,62,1455,1030,1229,7430,29,2766,1988,1665,3902,21784,
"Cabramatta West",66,17,472,315,513,2501,3,857,571,470,1426,7220,
"Cabramurra",0,0,3,5,3,3,0,0,0,15,0,31,
"Caddens",70,15,181,111,200,360,0,88,38,99,319,1474,
"Cadgee (NSW)",0,0,4,0,6,12,0,5,3,4,11,43,
"Cadia",0,0,0,0,0,0,0,0,0,0,0,0,
"Caffreys Flat",0,0,6,3,10,14,0,3,0,6,8,52,
"Cairncross",0,0,0,0,3,0,0,0,0,0,0,3,
"Calala",75,74,340,317,656,960,0,250,103,233,927,3931,
"Calamia",0,0,0,0,0,0,0,5,0,4,0,14,
"Calderwood",6,0,15,13,34,33,0,10,9,12,35,177,
"Caldwell",0,0,10,3,6,7,0,6,0,0,4,31,
"Calga",4,3,9,13,28,29,0,8,6,3,37,144,
"Califat",0,0,0,0,4,3,0,0,0,0,6,13,
"Calimo",0,0,0,4,9,25,0,3,4,9,12,70,
"Callaghan",7,6,46,40,67,1088,0,3,4,70,0,1327,
"Callaghans Creek",0,0,0,0,0,0,0,3,0,0,0,5,
"Callala Bay",31,24,152,184,408,587,0,202,86,160,358,2193,
"Callala Beach",16,6,57,53,159,184,3,73,27,110,120,805,
"Calliope (NSW)",0,0,0,0,11,21,0,11,12,14,25,107,
"Caloola",0,0,8,4,15,14,0,7,0,20,20,87,
"Cambalong",0,0,0,0,0,0,0,0,0,0,0,0,
"Camberwell (NSW)",0,0,0,6,10,29,0,8,0,13,20,80,
"Cambewarra",11,0,43,26,37,52,0,8,4,17,35,239,
"Cambewarra Village",34,33,149,110,199,246,0,56,25,55,277,1187,
"Camboon (NSW)",0,0,0,4,9,4,0,4,0,6,6,40,
"Cambra",0,0,5,4,7,10,0,4,0,0,0,27,
"Cambridge Gardens",29,18,110,132,395,568,4,149,73,104,439,2017,
"Cambridge Park",91,32,341,389,1123,2010,7,614,171,531,1413,6727,
"Cambridge Plateau",0,0,0,0,0,0,0,0,0,0,0,0,
"Camden",87,52,315,243,505,745,6,239,87,384,572,3230,
"Camden Head",8,3,26,12,20,31,0,6,10,12,24,156,
"Camden Park (NSW)",69,33,246,216,349,510,0,98,61,81,584,2240,
"Camden South",125,64,467,379,842,1089,3,269,141,178,979,4540,
"Camellia",0,0,0,0,0,0,0,0,0,0,0,0,
"Cameron Park",193,76,695,550,1438,1870,5,432,164,427,2156,7995,
"Camerons Creek",0,0,0,3,10,9,0,5,3,8,13,46,
"Camira (NSW)",0,0,0,0,9,7,0,4,0,8,5,33,
"Cammeray",726,224,1995,617,351,1105,6,96,187,421,1279,7004,
"Camp Creek (NSW)",0,0,0,3,9,7,0,0,0,0,6,19,
"Campbelltown (NSW)",368,109,1128,845,1644,3572,15,1050,376,1241,2230,12564,
"Camperdown (NSW)",1258,269,2994,675,458,2638,4,159,166,999,721,10342,
"Campsie",1378,217,3618,1878,1479,7576,12,1746,1132,1766,3744,24538,
"Campvale",0,0,0,8,4,22,0,0,4,3,0,37,
"Cams Wharf",0,5,15,13,23,44,0,6,8,8,29,142,
"Canada Bay",68,19,191,111,124,285,0,84,52,71,231,1237,
"Canadian Lead",0,0,0,0,3,0,0,0,0,3,5,16,
"Canbelego",0,0,0,3,6,14,0,0,4,3,9,41,
"Candelo",13,13,68,58,102,174,0,47,20,57,139,686,
"Cangai",0,0,0,0,0,7,0,3,0,3,7,34,
"Caniaba",6,12,57,49,110,152,0,37,15,73,140,656,
"Canley Heights",98,28,788,527,800,3706,18,1379,851,635,2142,10973,
"Canley Vale",139,40,784,501,705,3424,11,1245,769,682,1926,10215,
"Canobolas",19,15,88,38,65,95,0,32,15,37,81,480,
"Canoelands",3,4,12,15,37,41,0,6,5,20,45,179,
"Canonba",0,0,4,0,0,13,0,0,0,0,0,24,
"Canowindra",23,20,173,135,327,585,0,280,58,216,442,2259,
"Canterbury (NSW)",487,96,1179,582,639,1769,0,524,337,504,1117,7230,
"Canton Beach",0,3,38,64,179,344,3,185,32,184,139,1170,
"Canyonleigh",10,10,29,28,71,98,0,24,19,36,71,401,
"Caparra",0,0,6,5,12,12,0,7,5,14,13,71,
"Capeen Creek",0,0,0,4,0,3,0,0,0,0,0,9,
